ID,Name,Disciplines,WoS ID,Disciplines WoS,vabb ID,Disciplines vabb,Persons,Size,Alias,when_added
4d2184f3-c40e-4373-8634-ea23f2417671,Impact of Interconnect Multiple-Patterning Variability on SRAMs,[],['000380393200112'],[],[],[],"['91a4d733-79a5-4fec-af25-11dc66ed5b86', '8a818f6a-be91-4c27-bdc3-164d4de8d025']",9,[],1
1bdc2007-da05-4d3a-8e94-1ef5e6d4432c,Proportional-integral state-feedback controller optimization for a full-car active suspension setup using a genetic algorithm,[],['000435709300002'],[],[],[],"['1a57f92d-23f1-4e88-a8a8-0ca992e03555', '7365092e-2f89-42cb-9956-cc7537c81714', '5b420256-82a4-44da-b7bd-e3ad53a5450c', 'fc72a2bd-bbd9-4c81-9c1e-96c72ea9a8e8', '4a5df7dc-f8f9-4e9f-960e-79406694c196', '3e41f9c0-5c79-404e-900b-0503dff5e316']",6,['127867b8-6547-4e06-be3e-a86872710d07'],1
d97e4a77-34fc-4513-95f6-3af4e29c9b0d,Model-based vs auto-tuning design of PID controller for knee flexion during gait,[],['000370963704001'],[],[],[],"['0496a59e-7990-494c-8d19-fa78cc900501', '5b420256-82a4-44da-b7bd-e3ad53a5450c', 'b727e461-0720-421f-a47e-f8964e27b66d']",3,['00708649-f0e4-4457-a8a5-f445f5a31b5c'],1
48ade251-57d4-4135-b5d0-a049f490221f,An OFDM based local positioning system,[],[],[],[],[],"['0327942d-bc95-490d-b5fc-5f1e60809e38', '3f2f2060-1d9b-42c8-ad64-a94db5598223', '2a86037c-279b-4632-acf1-fcf1561c1b59', '228ad037-4603-42bd-8f6b-1fe680989ad0', '8a818f6a-be91-4c27-bdc3-164d4de8d025']",12,[],1
3bcac782-ddc8-40f9-b0d5-41f4fee412b6,Efficient use of short data records for FRF modeling by using fractional poles,[],['000309449100252'],[],[],[],['5b420256-82a4-44da-b7bd-e3ad53a5450c'],4,[],1
037a3a93-04c7-4620-b56d-2c93a0d13f5e,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,1
8928cc4f-f4ff-4117-901a-6135bba4bb39,Estimating the time-delay for predictive control in general anesthesia,[],['000290460302024'],[],[],[],"['d2bea842-b31c-438a-aa2e-525cf6e43afe', '5b420256-82a4-44da-b7bd-e3ad53a5450c', 'b727e461-0720-421f-a47e-f8964e27b66d']",5,[],1
f9b67983-abe7-4038-b358-9f4fa93a0d23,The development of an autonomous navigation system with optimal control of an UAV in partly unknown indoor environment,"['0501', '0202', '0299']",['000425199700017'],"['0501', '0202', '0299']",[],[],"['b727e461-0720-421f-a47e-f8964e27b66d', '5b420256-82a4-44da-b7bd-e3ad53a5450c']",4,['f889dd07-50c5-49dc-85ce-aa93ef000a2f'],1
d627f5a2-5741-479d-8896-ad3040803862,"Three techniques for the fabrication of high precision, mm-sized metal components based on two-photon lithography, applied for manufacturing horn antennas for THz Transceivers","['0104', '0202', '0299', '0103', '0103']",['000423867400003'],"['0104', '0202', '0299', '0103', '0103']",[],[],"['1945dc8f-87c7-4a67-a0db-e94f85146ccf', 'db7f0f5e-e642-4391-b65a-3aadf36228e9', '386ea892-bd5c-4284-97cb-51e880df8004', 'ecf400bd-b757-4a60-a324-366bcce73153', '3de3d3eb-d3ff-4a5d-94f8-61f55e13cc4b', '3f2f2060-1d9b-42c8-ad64-a94db5598223']",6,[],1
9a00a57f-c88a-4ca1-9376-92f9d2a1786f,Passive samplers for monitoring VOCs in groundwater,[],[],[],[],[],"['3474dfc8-5d66-43c4-b6a4-0fa8a1fcdf18', 'f06ccae9-ff40-4c2a-86f6-43d7c95e4178']",4,[],1
e3c03696-b954-4c6b-8b0d-2de0a4dc8652,Design Margin Elimination Through Robust Timing Error Detection at Ultra-Low Voltage,[],['000463041500011'],[],[],[],"['0b5c20fe-abbf-4870-968e-1419dbb9e674', '8a818f6a-be91-4c27-bdc3-164d4de8d025']",2,[],1
f32765de-fa26-4bdc-8cfa-590e414728cc,"A methodology for control structure adaptation in presence of varying, unknown sub-system interaction degree",[],['000427812000187'],[],[],[],"['ad372efe-c342-406e-85da-aaa651d3edf4', '5b420256-82a4-44da-b7bd-e3ad53a5450c', 'b727e461-0720-421f-a47e-f8964e27b66d']",4,[],1
2e773a6c-152c-405c-904c-0c235a5fded4,Tuning the catalytic performance of metal-organic frameworks in fine chemistry by active site engineering,"['0104', '0104']",['000303442300028'],"['0104', '0104']",[],[],"['23a9eb21-3d22-419e-a005-193572d08ad1', '59416db9-5d0c-463d-a025-871b1d1be1f1', '0b105cd8-0970-4a20-a83e-213948fa9d5c', '00539648-a026-4b92-98a1-48850247bef6', '1979eabb-80ab-4273-a84e-9066c8c81fac']",9,[],1
e0cbc9a8-b435-417d-93e0-163fc6b191ae,Design Margin Elimination in a Near-Threshold Timing Error Masking-Aware 32-bit ARM Cortex M0 in 40nm CMOS,[],['000426841900039'],[],[],[],"['0b5c20fe-abbf-4870-968e-1419dbb9e674', '8a818f6a-be91-4c27-bdc3-164d4de8d025']",2,[],1
