ID,Name,Start,End,Disciplines,Persons,Organisations,Publications,Alias,when_added
c97ad6db-8ba2-413a-95bb-9a83f51ad1d3,Generation And Measurement of Broadband Analog Signals,2014-05-19Z,2018-11-18Z,"['020207', '020303']","['8a818f6a-be91-4c27-bdc3-164d4de8d025', 'dbf87248-14ca-485f-a513-cdcb850f334a', '2a86037c-279b-4632-acf1-fcf1561c1b59', '292ae587-7550-4243-a083-fac7a0125c69', '3f2f2060-1d9b-42c8-ad64-a94db5598223']","['c9d4fd7e-e66b-465f-8d7e-afe4d6cef1ad', 'c9d4fd7e-e66b-465f-8d7e-afe4d6cef1ad', 'c9d4fd7e-e66b-465f-8d7e-afe4d6cef1ad', 'c9d4fd7e-e66b-465f-8d7e-afe4d6cef1ad', 'c9d4fd7e-e66b-465f-8d7e-afe4d6cef1ad']",[],[],1
bc129b3d-309f-4495-9faa-b013389000fa,Learning of physics and mathematics concepts in an integrated STEM curriculum,2015-01-05Z,2019-06-24Z,"['010303', '010399']","['472e0c14-a2f7-4195-9c5b-67ff89f784cc', '8a818f6a-be91-4c27-bdc3-164d4de8d025', '2d06919f-7d25-411a-8bf2-8f53bee1341c', '293d0e08-4897-40d0-9ba8-1b493eb88230']","['d3195998-38be-4514-9f2b-72fd6aadc998', 'c9d4fd7e-e66b-465f-8d7e-afe4d6cef1ad', '52f1ce77-d37d-424d-8dee-7e938027d441', 'c9d4fd7e-e66b-465f-8d7e-afe4d6cef1ad']",['99bbcda7-1db3-41be-af30-8715af9b74c7'],[],1
984d89ce-8fda-433d-bb22-7616667cd910,In search of sustainable building blocks the analytical path to a bio aromatic society ,2015-01-01Z,2018-12-31Z,"['010401', '010405', '030505']","['3474dfc8-5d66-43c4-b6a4-0fa8a1fcdf18', '0a33cf0e-5238-4d5e-999d-0607eb6e8e46']","['632e0796-61dd-4207-8259-f0a305abb591', '632e0796-61dd-4207-8259-f0a305abb591']",[],[],1
a17a7adc-a63d-45cc-9720-b7d512f59a0e,The KU Leuven Brain Institute interdisciplinary collaboration to transform neuroscience research in health and disease ,2020-01-01Z,2022-12-31Z,['03012399'],"['8d7f45a2-e6f2-45f2-bebe-17507f75d6ad', 'ccf63c7b-467b-44c7-9e68-cd1ee94eddea', '5be4f4a9-8e23-4b68-b065-b72cf2d797c2']","['9fbe43dd-efb4-44b6-a9fb-ae0323836258', '66b08b71-ed04-461b-bcd2-e35523a1b624', 'e590fc98-5179-468d-ab29-20ba6c44394b']",[],[],1
7174b287-f06e-4536-9c3b-a496ed572764,Monolithic integrated porous analytical devices MIPADs ,2014-10-01Z,2016-09-30Z,"['020401', '020402', '020403', '020404', '020405', '020407', '020499']",['59416db9-5d0c-463d-a025-871b1d1be1f1'],['ee7af0ca-408e-4144-85cc-85e5a9eec2ec'],[],[],1
8a72e8c1-bc3e-4a37-9ddc-59f8731e3bdd,Vapour deposited metal organic frameworks as high performance gap filling dielectrics for nanoelectronics,2019-09-01Z,2021-02-28Z,['02020706'],['59416db9-5d0c-463d-a025-871b1d1be1f1'],['d20e9e32-9776-41c1-a718-3ab557659231'],[],[],1
066953c0-9e72-4d70-a996-04dd0471d85c,Ultra low power subthreshold digital logic ,2009-01-01Z,2014-12-31Z,[],['8a818f6a-be91-4c27-bdc3-164d4de8d025'],['c9d4fd7e-e66b-465f-8d7e-afe4d6cef1ad'],[],[],1
7095fab7-b604-476c-a3f6-f3bc1f8e9167,DEFect NETwork materials science and engineering ,2015-01-01Z,2018-12-31Z,"['010401', '010403']","['59416db9-5d0c-463d-a025-871b1d1be1f1', '6d4c1ebd-139a-4917-bcea-76a7f3002aaf', '1979eabb-80ab-4273-a84e-9066c8c81fac']","['ee7af0ca-408e-4144-85cc-85e5a9eec2ec', 'ee7af0ca-408e-4144-85cc-85e5a9eec2ec', 'ee7af0ca-408e-4144-85cc-85e5a9eec2ec']",[],['229c6b86-195d-478e-872c-66b59011fb99'],1
d1d51e7d-0026-4539-baa0-3c650951cf71,Designing iSTEM Learning Materials for Secondary Education,2012-11-05Z,2019-01-31Z,"['020207', '020303']","['2d06919f-7d25-411a-8bf2-8f53bee1341c', 'fcfada9f-eafe-4ef5-8ada-2d0ed064ec44', '0171d5b7-3f9b-4986-a8b5-a53a08ae5a11', '8a818f6a-be91-4c27-bdc3-164d4de8d025']","['52f1ce77-d37d-424d-8dee-7e938027d441', '356746d5-4a3f-4c21-ba7f-37986d6a399d', 'c9d4fd7e-e66b-465f-8d7e-afe4d6cef1ad', 'c9d4fd7e-e66b-465f-8d7e-afe4d6cef1ad']",['902ef765-6f14-4f5d-9a79-2537aa2184ab'],[],1
77cf3940-53bd-4169-8db2-08959ad52de2,Metal organic graphene analogues for memory devices MOGRAM ,2020-01-01Z,2023-12-31Z,"['02050408', '01040302', '01040307', '01040607']",['59416db9-5d0c-463d-a025-871b1d1be1f1'],['ee7af0ca-408e-4144-85cc-85e5a9eec2ec'],[],[],1
36184844-567b-4bfe-9b48-dd9207837df0,Optical interferometer for 3D surface characterisation with sub nanometer depth resolution,2016-10-01Z,2018-09-30Z,"['020205', '020206']","['7bfc9fee-488c-4b0b-89c0-9de14af60bdd', '3f83116c-4ee6-4c79-984d-25b5e953cd3d', 'ecf400bd-b757-4a60-a324-366bcce73153']","['70badac7-5952-408e-bb60-371dcf53058c', '22358ad3-f0c0-4e35-88ca-7350f696036a', 'c9d4fd7e-e66b-465f-8d7e-afe4d6cef1ad']",[],[],1
099fb54d-26f7-482e-8be7-42cd8143ade4,Ultrasound Waves Based Body Area Networks,2016-10-03Z,2021-12-31Z,"['020207', '020303']","['2a86037c-279b-4632-acf1-fcf1561c1b59', 'bca5d31c-2637-4f71-bcba-ac71a23a10fa', '8a818f6a-be91-4c27-bdc3-164d4de8d025']","['c9d4fd7e-e66b-465f-8d7e-afe4d6cef1ad', 'c9d4fd7e-e66b-465f-8d7e-afe4d6cef1ad', 'c9d4fd7e-e66b-465f-8d7e-afe4d6cef1ad']",[],[],1
